"LOGINTYPEID"#"LABEL"#"DESCRIPTION"#"ICON"#"HELP"#"ISACTIVE"#"VERSION"#"CREATEDBY"#"CREATEDTIME"
1#IN#IN#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
2#OUT#OUT#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
