"LOGINFORMFACTORID"#"LABEL"#"DESCRIPTION"#"ICON"#"HELP"#"ISACTIVE"#"VERSION"#"CREATEDBY"#"CREATEDTIME"
1#Desktop#Desktop#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
2#Smart Phone#Smart Phone#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
3#Tablet#Tablet#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
4#Smart Watch#Smart Watch#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
5#Unknown Device#Unknown Device#NA#NA#true#1#"4a9c471-aa3b-4479-b70d-e24293856fusr"#2017-11-28 01:00:00
